Parameter,Mean,StdDev,95%_CI_Lower,95%_CI_Upper,Significantly_Diff_From_Zero
par_1,0.14663373318270703,0.03488129144143511,0.08031179953217747,0.2138212353573407,True
par_2,0.2806775213193096,0.005881413144032331,0.269368100771061,0.2925313136176551,True
par_3,0.23413734697598418,0.0056533206766247995,0.22320313352486726,0.24550049050786346,True
par_4,0.39129062360962524,0.013996562082643495,0.3658194384595411,0.4208651316412347,True
par_5,5.285290384178517,0.18271618792692174,4.920228155831664,5.635336458743947,True
par_6,1.8160983772756008,0.06465975857615558,1.685648717011004,1.941301314226548,True
par_7,0.03496134901368699,0.0013037395405156424,0.03236100471649696,0.037524727106028,True
par_8,0.4146880738186037,0.01370788117563128,0.3872859144712634,0.44107753026431046,True
