par_1,par_2,par_3,par_4,par_5,par_6,par_7,par_8
0.11179964749841131,0.28146457961492427,0.23328510450689127,0.3766406741142449,4.883642246067906,1.6672669857261762,0.0340594847996679,0.3838235341442121
0.1734438198510794,0.2839280681041468,0.2382144312575558,0.38008727883578564,5.04067312320426,1.7359128159001715,0.03403814140502456,0.39816459268435633
0.09697089951371732,0.2723314652783999,0.2243485420942264,0.4064352708408263,5.470111514959832,1.8898419654994174,0.03525454653068295,0.42731493708152357
0.1636325778773427,0.27381470328551943,0.22830682266071775,0.39953219528754474,5.34891806284421,1.8423189693965019,0.033107083803240206,0.4216283016181946
0.19357459337012678,0.2949301941005097,0.2484295930300978,0.37635430882329607,5.2915877383963,1.8319708156736554,0.033672791034913344,0.41779344498505916
0.11851390026566513,0.274611476444287,0.22634223282454669,0.39921836631509394,5.398939949685954,1.8311994138123375,0.03605807419400191,0.4241402609034255
0.18200193617489818,0.2816572051256323,0.23669001989273303,0.40936300559104916,5.655365412216005,1.9358651107389546,0.03652228571350346,0.4430180838292503
0.17267893416839764,0.2803031647158006,0.23459445204926535,0.3833619283697402,5.278638789361184,1.8283933574705282,0.03286795113189444,0.41524673035093324
0.14820030891253333,0.2787133590197836,0.23219861341456385,0.4001588572595369,5.503575142974221,1.8937987133731604,0.037042627749632684,0.43167294679264995
0.13954746651443528,0.2821304016150618,0.23535758236625753,0.393233979290772,5.310201119932968,1.826267752989059,0.03515702052273906,0.41605778989584236
0.18645940882155154,0.28803613009414614,0.24255938685563413,0.40976964585078995,5.243365829865035,1.8154948989232271,0.03520983123719475,0.4110464250096709
0.21921679867494975,0.28606257696341564,0.24283410974761752,0.40448926398811763,5.393670092077883,1.9159121871883669,0.034893932288842744,0.42360965291443803
0.05686146017210431,0.2713815257544441,0.2213019569527946,0.3813205884410089,5.331513765352103,1.799245334101309,0.03391293945094206,0.4172095616121409
0.15419821836982434,0.27059174022437094,0.22693711602079894,0.3915944186115828,5.070597275868075,1.7512664582459938,0.03479302247815106,0.39906244681766684
0.18609881262884415,0.2817586866480044,0.23666075141242332,0.40036775710862493,5.304832342333641,1.8219142339596113,0.0364241930580171,0.4169369835314826
0.1788974060233513,0.27798809737835983,0.2339158310203819,0.42042340399727574,5.470606290272313,1.9126776033471842,0.038051606490818554,0.42800421723719884
0.08932655377657914,0.29229618260043533,0.2407842006825027,0.37434223548386975,4.995691943112578,1.6912635997972423,0.032849518235848967,0.3938734118447449
0.13901494846036166,0.2824976573708171,0.23465845214821762,0.39178707360826626,5.2273722159545635,1.8067525455794748,0.03356523242571126,0.41095749735154896
0.13118554372158975,0.26981930957960226,0.22417792717848667,0.3758016794321486,4.980084848183061,1.6947761528033098,0.03486839418353209,0.3919958324650518
0.19311049948142034,0.28540214705709155,0.2403173392266131,0.38526487558658695,5.2141007031889,1.8248210216040572,0.033073221762870565,0.41050501882452134
0.1812216195030915,0.2740833035922016,0.230826622240266,0.4100636618124672,5.509544129305509,1.908729833831893,0.0341683992613926,0.43125753439169096
0.17137677598078213,0.28765498095542835,0.24182405679218882,0.39231945401430307,5.24540818890584,1.8018498645614356,0.03360261621653912,0.4105496653059173
0.19051289132534505,0.2762896997832182,0.23316919715419004,0.4056469718929165,5.179024883060831,1.8056308117038273,0.03588715375021082,0.4076748131353603
0.15214346701789486,0.277433315012902,0.23239609014056056,0.3722322758383039,5.170104593305865,1.7905466274549704,0.035540595516012706,0.4049841881191046
0.16911174955962716,0.2869134131068444,0.2403697773912084,0.36922883572635773,5.089549508668471,1.7518247632560044,0.03500608356406486,0.40017510087081665
0.10741845013196766,0.278814300654321,0.2301711850752312,0.3996589426095147,5.45323064275178,1.8231680443547895,0.034723766386407624,0.42747946303383566
0.1312378701579361,0.2722887731821996,0.2269027522680766,0.40841102842074944,5.135285708005658,1.7635817644415839,0.03472467271740301,0.40280798297281917
0.18835905256104477,0.28190889658923235,0.23795006166022842,0.37849552328124253,4.9489427959667704,1.7030647334246378,0.03520708646821205,0.3901038269946924
0.1209553610995573,0.2820921366445148,0.23365598825059322,0.40133130660633237,5.362238173272502,1.8460883818583111,0.033836453388612506,0.41935742390848413
0.12530990714623355,0.2857006677626116,0.23773219959297753,0.36956009113543165,5.0884946630069,1.7488004017109993,0.034365308334108106,0.399133106913711
0.14691575896061243,0.2811145128467909,0.23525269965667545,0.3854333436684212,5.170525276447733,1.759840363552007,0.035188523204838264,0.40565969827768505
0.07713914806502417,0.2773149193221497,0.22672618679909287,0.404207692911397,5.4475928668370015,1.8387429661816754,0.03730991949984364,0.4263762758082664
0.11179964749841131,0.28146457961492427,0.23328510450689127,0.3766406741142449,4.883642246067906,1.6672669857261762,0.0340594847996679,0.3838235341442121
0.1734438198510794,0.2839280681041468,0.2382144312575558,0.38008727883578564,5.04067312320426,1.7359128159001715,0.03403814140502456,0.39816459268435633
0.09311330529562876,0.2717464871212598,0.22364909222845497,0.40776436695966817,5.491774072761384,1.8976067558967213,0.03531590677897597,0.42878539485279377
0.16330448352726804,0.27395797374179487,0.22844314662343093,0.39925548273943273,5.34541681864205,1.8407001946335275,0.033147935385774464,0.42131489219737706
0.19357459337012678,0.2949301941005097,0.2484295930300978,0.37635430882329607,5.2915877383963,1.8319708156736554,0.033672791034913344,0.41779344498505916
0.11851390026566513,0.274611476444287,0.22634223282454669,0.39921836631509394,5.398939949685954,1.8311994138123375,0.03605807419400191,0.4241402609034255
0.18200193617489818,0.2816572051256323,0.23669001989273303,0.40936300559104916,5.655365412216005,1.9358651107389546,0.03652228571350346,0.4430180838292503
0.16892827995792117,0.27767769457298824,0.23211112145551216,0.38461975696962053,5.276314525275954,1.8277512236884434,0.03272348686102006,0.41478960928702463
0.14820030891253333,0.2787133590197836,0.23219861341456385,0.4001588572595369,5.503575142974221,1.8937987133731604,0.037042627749632684,0.43167294679264995
0.13954746651443528,0.2821304016150618,0.23535758236625753,0.393233979290772,5.310201119932968,1.826267752989059,0.03515702052273906,0.41605778989584236
0.18645940882155154,0.28803613009414614,0.24255938685563413,0.40976964585078995,5.243365829865035,1.8154948989232271,0.03520983123719475,0.4110464250096709
0.21921679867494975,0.28606257696341564,0.24283410974761752,0.40448926398811763,5.393670092077883,1.9159121871883669,0.034893932288842744,0.42360965291443803
