Date,T_air,T_water,Discharge
2006-05-29,5.738,3.911,5.607
2006-05-30,0.033,2.660,4.044
2006-05-31,0.079,3.482,3.288
2006-06-01,0.287,3.402,2.849
2006-06-02,0.496,3.481,2.482
2006-06-03,3.033,4.234,2.230
2006-06-04,3.571,3.992,2.052
2006-06-05,4.267,4.425,1.915
2006-06-06,4.737,5.086,1.807
2006-06-07,5.413,5.650,1.699
2006-06-08,7.788,6.256,1.831
2006-06-09,8.796,6.099,2.159
2006-06-10,10.962,6.417,2.559
2006-06-11,12.367,6.363,3.180
2006-06-12,13.817,6.338,3.821
2006-06-13,14.592,6.259,4.689
2006-06-14,15.150,6.101,5.007
2006-06-15,17.083,6.301,5.017
2006-06-16,15.775,6.290,5.138
2006-06-17,14.392,6.238,5.048
2006-06-18,16.067,6.665,5.527
2006-06-19,16.904,6.858,5.530
2006-06-20,18.571,7.230,5.402
2006-06-21,18.533,7.589,5.332
2006-06-22,13.867,7.197,4.769
2006-06-23,14.542,7.996,4.471
2006-06-24,16.725,8.185,4.451
2006-06-25,16.821,8.277,4.802
2006-06-26,16.342,8.364,4.581
2006-06-27,16.604,8.489,3.948
2006-06-28,15.117,8.394,4.149
2006-06-29,11.425,7.168,4.198
2006-06-30,13.883,8.404,3.602
2006-07-01,14.396,8.662,3.325
2006-07-02,15.079,8.966,3.073
2006-07-03,16.721,9.205,2.946
2006-07-04,17.129,9.615,2.845
2006-07-05,17.000,9.334,2.966
2006-07-06,12.829,8.553,2.983
2006-07-07,10.913,7.563,2.821
2006-07-08,12.096,8.107,2.882
2006-07-09,14.846,8.797,2.768
2006-07-10,15.538,8.658,2.466
2006-07-11,17.096,9.963,2.386
2006-07-12,15.525,9.135,2.522
2006-07-13,14.863,8.849,2.477
2006-07-14,15.421,9.762,2.409
2006-07-15,16.783,10.408,2.265
2006-07-16,16.508,10.200,2.150
2006-07-17,16.787,10.055,2.015
2006-07-18,17.879,10.234,1.938
2006-07-19,18.967,10.197,1.859
2006-07-20,19.817,10.703,1.933
2006-07-21,16.337,10.060,2.183
2006-07-22,17.608,10.155,1.961
2006-07-23,16.396,10.256,2.127
2006-07-24,18.071,10.129,1.849
2006-07-25,19.058,10.660,1.802
2006-07-26,18.775,10.636,1.769
2006-07-27,18.483,10.308,1.713
2006-07-28,14.813,10.083,2.055
2006-07-29,12.850,9.039,2.087
2006-07-30,15.829,10.024,1.923
2006-07-31,15.275,10.240,2.181
2006-08-01,12.683,9.466,2.606
2006-08-02,11.708,8.837,2.832
2006-08-03,6.650,6.615,3.330
2006-08-04,6.887,6.330,3.126
2006-08-05,8.196,7.040,2.931
2006-08-06,8.125,6.840,3.109
2006-08-07,8.533,6.650,3.573
2006-08-08,9.838,7.141,3.380
2006-08-09,10.025,7.401,3.076
2006-08-10,7.529,6.339,2.834
2006-08-11,7.083,6.282,2.627
2006-08-12,5.021,5.732,2.543
2006-08-13,5.883,5.851,2.347
2006-08-14,7.300,6.311,2.225
2006-08-15,9.713,7.138,2.100
2006-08-16,10.108,7.341,1.985
2006-08-17,14.663,8.421,1.929
2006-08-18,13.842,8.963,2.264
2006-08-19,13.908,8.821,1.981
2006-08-20,10.738,7.624,1.915
2006-08-21,9.592,7.337,1.888
2006-08-22,9.254,7.234,1.769
2006-08-23,10.917,8.168,1.705
2006-08-24,10.458,7.954,1.771
2006-08-25,9.054,7.760,1.751
2006-08-26,9.550,7.941,1.676
2006-08-27,7.508,6.843,1.732
2006-08-28,7.333,6.644,1.953
2006-08-29,4.067,5.633,2.275
2006-08-30,3.358,5.005,2.198
2006-08-31,6.075,6.387,2.062
2006-09-01,10.046,6.924,1.988
2006-09-02,12.425,8.071,2.004
2006-09-03,12.858,8.055,1.988
2006-09-04,15.233,9.185,1.988
2006-09-05,15.554,8.866,1.881
2006-09-06,15.658,8.724,1.734
2006-09-07,14.921,9.217,1.755
2006-09-08,10.987,9.324,1.975
2006-09-09,12.675,8.302,1.661
2006-09-10,13.617,8.353,1.581
2006-09-11,13.346,8.865,1.525
2006-09-12,12.742,8.123,1.497
2006-09-13,12.767,7.734,1.462
2006-09-14,12.967,7.556,1.519
2006-09-15,13.546,7.995,1.846
2006-09-16,11.675,7.678,1.670
2006-09-17,9.929,7.742,2.452
2006-09-18,9.883,7.555,2.590
2006-09-19,8.558,6.918,2.446
2006-09-20,9.688,7.125,2.103
2006-09-21,11.800,7.381,1.920
2006-09-22,12.033,7.501,1.808
2006-09-23,13.233,7.954,1.708
2006-09-24,13.775,8.575,1.700
2006-09-25,10.554,7.844,1.707
2006-09-26,8.100,7.013,1.699
2006-09-27,9.262,7.330,1.599
2006-09-28,9.804,7.259,1.522
2006-09-29,10.625,7.335,1.465
2006-09-30,11.375,7.207,1.399
2006-10-01,11.871,7.805,1.334
2006-10-02,13.038,8.138,1.320
2006-10-03,12.308,7.755,1.579
2006-10-04,4.321,5.495,1.747
2006-10-05,3.687,5.119,1.443
2006-10-06,5.538,4.911,1.328
2006-10-07,5.479,5.180,1.345
2006-10-08,5.946,4.795,1.231
2006-10-09,7.854,5.228,1.161
2006-10-10,8.717,5.528,1.116
2006-10-11,9.337,5.468,1.054
2006-10-12,7.863,5.702,1.004
2006-10-13,7.912,5.778,0.967
2006-10-14,6.992,5.392,1.142
2006-10-15,6.967,5.538,1.049
2006-10-16,5.962,4.621,0.929
2006-10-17,6.162,4.447,0.876
2006-10-18,8.154,4.644,0.849
2006-10-19,9.100,5.638,0.824
2006-10-20,6.938,5.497,0.818
2006-10-21,7.200,5.461,0.796
2006-10-22,8.717,5.544,0.790
2006-10-23,10.904,6.009,0.776
2006-10-24,9.104,6.533,0.907
2006-10-25,7.125,4.948,0.740
2006-10-26,10.888,5.807,0.708
2006-10-27,10.037,6.093,0.683
2006-10-28,10.133,6.567,0.659
2006-10-29,7.075,6.242,1.001
2006-10-30,3.642,4.885,0.988
2006-10-31,7.133,4.547,0.895
2006-11-01,1.758,4.343,0.886
2006-11-02,-5.646,1.411,0.824
2006-11-03,-5.892,1.207,0.833
2006-11-04,-4.967,1.160,0.766
2006-11-05,-1.521,1.645,0.741
2006-11-06,1.117,2.229,0.724
2006-11-07,3.792,2.439,0.721
2006-11-08,2.825,2.623,0.697
2006-11-09,2.446,2.962,0.796
2006-11-10,0.929,2.402,0.767
2006-11-11,0.975,1.984,0.756
2006-11-12,0.496,2.189,0.770
2006-11-13,0.975,2.484,0.769
2006-11-14,4.271,3.496,0.854
2006-11-15,3.392,2.968,0.802
2006-11-16,4.904,2.988,0.784
2006-11-17,6.987,3.702,0.784
2006-11-18,4.846,3.859,0.790
2006-11-19,2.658,2.615,0.760
2006-11-20,-0.892,1.766,0.741
2006-11-21,0.404,1.726,0.750
2006-11-22,-3.058,1.349,0.727
2006-11-23,-0.217,2.029,0.742
2006-11-24,3.838,2.819,0.744
2006-11-25,6.858,3.814,0.766
2006-11-26,4.713,3.053,0.738
2006-11-27,3.621,2.279,0.716
2006-11-28,3.821,2.255,0.705
2006-11-29,0.813,2.029,0.693
2006-11-30,0.917,1.609,0.674
2006-12-01,0.996,1.062,0.632
2006-12-02,1.296,1.174,0.653
2006-12-03,2.992,2.162,0.665
2006-12-04,3.650,2.924,0.667
2006-12-05,3.800,3.038,0.664
2006-12-06,2.563,2.999,0.700
2006-12-07,0.212,2.287,0.676
2006-12-08,3.854,3.004,0.682
2006-12-09,-2.458,0.843,0.662
2006-12-10,-5.604,0.794,0.608
2006-12-11,-7.388,0.295,0.570
2006-12-12,-3.004,0.604,0.671
2006-12-13,-4.758,0.326,0.611
2006-12-14,-1.371,0.643,0.618
2006-12-15,-0.075,1.042,0.611
2006-12-16,0.333,1.423,0.605
2006-12-17,0.688,2.429,0.609
2006-12-18,-4.554,1.652,0.594
2006-12-19,-6.596,0.831,0.564
2006-12-20,-8.167,0.268,0.485
2006-12-21,-7.029,0.308,0.505
2006-12-22,-6.679,0.332,0.489
2006-12-23,-2.629,0.402,0.550
2006-12-24,-2.179,0.425,0.550
2006-12-25,-2.246,0.458,0.545
2006-12-26,-2.087,0.612,0.517
2006-12-27,-2.200,0.686,0.492
2006-12-28,-3.392,0.580,0.478
2006-12-29,-2.717,0.689,0.471
2006-12-30,-1.075,0.910,0.462
2006-12-31,1.067,1.523,0.447
2007-01-01,0.317,1.719,0.463
2007-01-02,-4.142,0.712,0.487
2007-01-03,-4.867,0.802,0.512
2007-01-04,-1.142,1.944,0.510
2007-01-05,-1.146,1.843,0.501
2007-01-06,-1.875,1.647,0.497
2007-01-07,-0.275,1.870,0.495
2007-01-08,-0.888,1.746,0.489
2007-01-09,0.862,2.269,0.543
2007-01-10,1.213,2.404,0.536
2007-01-11,-0.096,1.899,0.520
2007-01-12,1.196,2.118,0.531
2007-01-13,-0.254,1.551,0.518
2007-01-14,-0.067,1.122,0.503
2007-01-15,-1.192,0.354,0.483
2007-01-16,0.083,1.029,0.501
2007-01-17,-0.892,1.149,0.501
2007-01-18,1.821,2.028,0.509
2007-01-19,2.979,2.329,0.658
2007-01-20,1.587,2.329,0.625
2007-01-21,-1.029,1.967,0.569
2007-01-22,-1.988,1.526,0.545
2007-01-23,-0.604,2.297,0.542
2007-01-24,-9.908,0.642,0.505
2007-01-25,-12.083,0.279,0.474
2007-01-26,-12.487,0.276,0.436
2007-01-27,-8.554,0.366,0.517
2007-01-28,-6.646,0.407,0.508
2007-01-29,-7.742,0.337,0.490
2007-01-30,-4.550,0.744,0.483
2007-01-31,-2.925,0.866,0.473
2007-02-01,-1.858,1.380,0.467
2007-02-02,-1.554,1.328,0.457
2007-02-03,-1.567,1.834,0.453
2007-02-04,-3.525,0.554,0.433
2007-02-05,-0.750,1.089,0.435
2007-02-06,-3.129,1.317,0.431
2007-02-07,-2.267,1.691,0.426
2007-02-08,-1.888,1.381,0.415
2007-02-09,-1.467,1.234,0.404
2007-02-10,-2.150,1.115,0.398
2007-02-11,-1.162,1.730,0.396
2007-02-12,-0.475,1.901,0.398
2007-02-13,-2.025,1.460,0.390
2007-02-14,-1.892,1.395,0.379
2007-02-15,-1.096,1.696,0.381
2007-02-16,-1.521,0.847,0.369
2007-02-17,1.217,1.181,0.366
2007-02-18,-1.217,0.968,0.317
2007-02-19,0.483,1.865,0.372
2007-02-20,-0.483,1.111,0.358
2007-02-21,0.942,1.777,0.357
2007-02-22,1.808,2.628,0.363
2007-02-23,0.946,2.290,0.356
2007-02-24,0.421,2.048,0.353
2007-02-25,-0.637,1.812,0.353
2007-02-26,-1.904,1.983,0.355
2007-02-27,-2.221,1.873,0.357
2007-02-28,1.313,2.526,0.366
2007-03-01,1.279,2.823,0.360
2007-03-02,-0.921,2.094,0.356
2007-03-03,0.429,2.197,0.360
2007-03-04,0.742,2.445,0.353
2007-03-05,1.221,2.553,0.351
2007-03-06,3.213,2.576,0.355
2007-03-07,2.363,3.437,0.366
2007-03-08,0.433,3.210,0.357
2007-03-09,-0.538,2.061,0.340
2007-03-10,-2.775,1.819,0.333
2007-03-11,-3.546,0.946,0.311
2007-03-12,1.754,1.814,0.329
2007-03-13,2.500,2.222,0.333
2007-03-14,2.254,2.531,0.341
2007-03-15,3.246,2.701,0.355
2007-03-16,2.792,2.806,0.367
2007-03-17,1.608,2.836,0.370
2007-03-18,3.808,3.613,0.409
2007-03-19,-3.554,2.039,0.420
2007-03-20,-6.062,0.510,0.377
2007-03-21,-6.875,0.809,0.382
2007-03-22,-6.992,1.331,0.366
2007-03-23,-5.362,1.799,0.361
2007-03-24,-4.663,2.434,0.355
2007-03-25,-1.458,2.223,0.350
2007-03-26,1.800,3.045,0.361
2007-03-27,1.375,3.208,0.360
2007-03-28,0.442,2.756,0.353
2007-03-29,1.208,3.485,0.365
2007-03-30,1.371,3.439,0.373
2007-03-31,0.500,3.959,0.389
2007-04-01,2.608,3.840,0.403
2007-04-02,3.654,3.979,0.430
2007-04-03,1.938,3.776,0.451
2007-04-04,-0.396,3.851,0.455
2007-04-05,1.612,3.643,0.458
2007-04-06,4.233,3.920,0.513
2007-04-07,5.488,4.287,0.578
2007-04-08,3.946,4.363,0.634
2007-04-09,4.650,4.017,0.682
2007-04-10,5.625,4.198,0.726
2007-04-11,7.375,4.209,0.809
2007-04-12,8.158,4.496,1.010
2007-04-13,8.229,4.327,1.236
2007-04-14,8.733,4.503,1.410
2007-04-15,10.237,4.593,1.465
2007-04-16,9.925,4.663,1.602
2007-04-17,9.425,4.708,1.713
2007-04-18,6.908,4.007,1.668
2007-04-19,7.592,4.858,1.588
2007-04-20,8.033,5.047,1.623
2007-04-21,8.796,4.984,1.656
2007-04-22,9.579,5.084,1.666
2007-04-23,9.746,5.184,1.698
2007-04-24,9.854,5.295,1.715
2007-04-25,11.167,5.667,1.782
2007-04-26,10.567,6.033,2.042
2007-04-27,9.408,5.571,2.373
2007-04-28,10.508,5.692,2.194
2007-04-29,10.375,6.093,2.270
2007-04-30,6.525,4.804,2.240
2007-05-01,6.850,5.027,1.987
2007-05-02,6.513,4.844,1.839
2007-05-03,5.096,4.785,1.695
2007-05-04,5.592,4.755,1.631
2007-05-05,3.879,4.245,1.574
2007-05-06,4.163,4.286,1.536
2007-05-07,5.983,5.521,1.468
2007-05-08,8.354,6.221,1.497
2007-05-09,8.579,5.676,1.742
2007-05-10,8.954,6.012,1.790
2007-05-11,9.696,5.793,1.807
2007-05-12,9.979,6.443,2.007
2007-05-13,11.550,6.086,2.265
2007-05-14,11.117,6.015,2.805
2007-05-15,2.717,3.592,2.567
2007-05-16,4.129,4.734,1.846
2007-05-17,2.292,3.968,1.851
2007-05-18,6.538,6.138,1.773
2007-05-19,10.225,6.973,1.705
2007-05-20,13.454,7.715,1.881
2007-05-21,13.704,7.767,2.579
2007-05-22,12.117,6.782,3.600
2007-05-23,12.146,7.255,3.375
2007-05-24,13.538,7.278,3.425
2007-05-25,12.725,7.036,3.640
2007-05-26,11.600,6.930,3.739
2007-05-27,11.171,6.681,3.463
2007-05-28,2.375,3.873,2.930
2007-05-29,1.112,2.777,2.327
2007-05-30,3.558,5.097,2.179
2007-05-31,7.721,5.967,2.248
2007-06-01,4.958,5.083,2.376
2007-06-02,5.908,5.459,2.295
2007-06-03,10.533,7.118,2.404
2007-06-04,11.096,7.242,2.635
2007-06-05,11.425,7.654,2.908
2007-06-06,12.221,7.702,3.159
2007-06-07,13.163,8.169,3.257
2007-06-08,12.054,7.777,3.590
2007-06-09,11.813,7.657,3.537
2007-06-10,12.387,7.558,3.599
2007-06-11,11.913,7.562,3.522
2007-06-12,12.471,7.850,3.347
2007-06-13,11.367,7.663,3.446
2007-06-14,13.971,8.230,3.341
2007-06-15,9.842,7.461,4.488
2007-06-16,8.942,6.921,3.880
2007-06-17,13.179,7.832,3.278
2007-06-18,13.337,8.757,3.386
2007-06-19,15.954,9.463,3.177
2007-06-20,17.229,9.813,3.105
2007-06-21,11.988,8.316,3.418
2007-06-22,9.329,7.544,3.140
2007-06-23,9.629,7.978,2.959
2007-06-24,15.042,9.241,2.583
2007-06-25,13.217,8.852,2.697
2007-06-26,7.700,7.139,3.405
2007-06-27,6.621,6.633,2.778
2007-06-28,7.754,7.822,2.502
2007-06-29,11.142,8.729,2.377
2007-06-30,12.196,8.445,2.331
2007-07-01,14.533,9.322,2.292
2007-07-02,7.983,7.279,4.639
2007-07-03,10.158,7.613,3.916
2007-07-04,6.571,6.560,4.459
2007-07-05,5.250,5.678,3.723
2007-07-06,8.429,6.422,3.363
2007-07-07,12.792,8.675,3.154
2007-07-08,13.875,8.766,3.052
2007-07-09,7.579,7.026,4.511
2007-07-10,5.013,6.024,4.250
2007-07-11,5.925,6.184,3.789
2007-07-12,8.158,6.813,3.556
2007-07-13,13.425,8.356,3.399
2007-07-14,17.046,9.645,3.291
2007-07-15,18.300,9.954,3.143
2007-07-16,18.062,9.382,2.902
2007-07-17,16.958,9.780,2.660
2007-07-18,16.538,10.395,2.505
2007-07-19,18.063,9.800,2.349
2007-07-20,17.358,9.223,2.192
2007-07-21,15.862,9.757,2.077
2007-07-22,10.813,8.555,2.030
2007-07-23,15.021,9.230,1.909
2007-07-24,9.692,8.197,2.059
2007-07-25,11.096,8.891,1.852
2007-07-26,14.208,9.567,1.789
2007-07-27,14.850,10.139,1.749
2007-07-28,15.138,10.057,1.713
2007-07-29,13.442,9.058,1.668
2007-07-30,7.708,7.847,1.690
2007-07-31,7.371,7.203,1.579
2007-08-01,12.471,8.435,1.542
2007-08-02,11.663,8.650,1.567
2007-08-03,8.112,7.400,1.709
2007-08-04,11.104,8.752,1.545
2007-08-05,14.221,9.536,1.515
2007-08-06,15.333,9.726,1.497
2007-08-07,12.925,9.214,1.507
2007-08-08,10.808,9.336,2.164
2007-08-09,7.058,7.354,2.179
2007-08-10,7.712,7.143,1.933
2007-08-11,9.858,7.937,1.783
2007-08-12,13.087,8.664,1.711
2007-08-13,12.921,9.101,1.728
2007-08-14,13.596,9.469,1.903
2007-08-15,17.429,10.385,1.745
2007-08-16,12.254,9.823,1.847
2007-08-17,8.175,7.616,2.141
2007-08-18,10.583,8.578,1.797
2007-08-19,10.242,8.239,1.836
2007-08-20,7.992,7.285,1.969
2007-08-21,8.562,7.268,1.952
2007-08-22,9.808,7.724,1.835
2007-08-23,10.054,7.894,1.756
2007-08-24,10.979,8.052,1.697
2007-08-25,14.338,9.425,1.667
2007-08-26,14.287,9.370,1.655
2007-08-27,13.612,8.852,1.652
2007-08-28,11.525,8.446,1.938
2007-08-29,10.904,8.471,2.512
2007-08-30,8.792,7.788,4.435
2007-08-31,8.325,7.938,3.184
2007-09-01,8.737,7.320,2.576
2007-09-02,9.425,7.453,2.249
2007-09-03,9.813,8.050,2.194
2007-09-04,2.513,4.910,2.225
2007-09-05,0.542,3.551,2.066
2007-09-06,3.183,4.383,1.977
2007-09-07,6.317,6.760,2.116
2007-09-08,8.125,7.333,2.041
2007-09-09,7.763,7.062,2.043
2007-09-10,7.887,6.442,1.989
2007-09-11,5.362,6.100,2.081
2007-09-12,5.813,5.789,1.897
2007-09-13,8.467,6.148,1.825
2007-09-14,10.129,6.947,1.780
2007-09-15,10.338,7.479,1.766
2007-09-16,11.808,7.709,1.727
2007-09-17,11.417,7.813,1.718
2007-09-18,5.333,5.973,2.815
2007-09-19,3.142,5.011,2.159
2007-09-20,5.379,5.268,1.968
2007-09-21,8.696,6.227,1.876
2007-09-22,10.504,7.037,1.809
2007-09-23,10.725,7.260,1.760
2007-09-24,10.604,7.167,1.718
2007-09-25,3.733,5.330,1.707
2007-09-26,0.425,3.880,1.736
2007-09-27,1.596,4.682,1.705
2007-09-28,2.633,4.435,1.692
2007-09-29,4.787,4.947,1.665
2007-09-30,6.392,5.404,1.680
2007-10-01,9.208,6.236,1.683
2007-10-02,10.467,6.980,1.685
2007-10-03,11.762,7.205,1.677
2007-10-04,9.771,7.005,2.482
2007-10-05,11.383,7.571,2.106
2007-10-06,9.442,7.342,1.965
2007-10-07,6.737,5.816,1.853
2007-10-08,5.813,4.964,1.756
2007-10-09,6.196,5.454,1.702
2007-10-10,5.396,5.510,1.663
2007-10-11,4.492,5.004,1.621
2007-10-12,5.067,4.830,1.582
2007-10-13,3.896,4.471,1.545
2007-10-14,5.733,4.406,1.502
2007-10-15,6.925,4.782,1.462
2007-10-16,6.304,4.591,1.415
2007-10-17,5.396,4.156,1.371
2007-10-18,2.083,3.800,1.371
2007-10-19,-1.471,2.706,1.301
2007-10-20,-3.729,1.876,1.242
2007-10-21,-4.900,1.674,1.206
2007-10-22,-4.737,1.938,1.188
2007-10-23,-3.392,2.357,1.145
2007-10-24,-0.450,3.026,1.095
2007-10-25,1.433,2.985,1.045
2007-10-26,3.450,3.626,1.033
2007-10-27,3.750,4.065,1.011
2007-10-28,3.196,3.937,0.986
2007-10-29,3.925,3.452,0.958
2007-10-30,1.367,3.234,0.954
2007-10-31,0.613,3.393,0.941
2007-11-01,0.621,2.607,0.901
2007-11-02,3.204,3.093,0.896
2007-11-03,3.904,3.469,0.887
2007-11-04,2.242,3.381,0.869
2007-11-05,0.867,2.002,0.816
2007-11-06,-1.167,1.686,0.806
2007-11-07,-2.154,1.803,0.839
2007-11-08,-0.296,2.326,0.835
2007-11-09,-4.050,0.731,0.743
2007-11-10,-4.475,0.251,0.738
2007-11-11,-0.267,0.708,0.863
2007-11-12,-4.354,1.104,0.839
2007-11-13,-6.508,1.178,0.809
2007-11-14,-5.263,1.426,0.802
2007-11-15,-9.071,1.089,0.778
2007-11-16,-13.296,0.275,0.731
2007-11-17,-11.571,0.323,0.748
2007-11-18,-8.854,0.385,0.758
2007-11-19,-4.146,1.087,0.734
2007-11-20,-1.467,1.639,0.746
2007-11-21,2.475,2.657,0.769
2007-11-22,2.729,3.049,0.791
2007-11-23,2.613,3.061,0.917
2007-11-24,0.529,2.908,0.843
2007-11-25,-0.504,2.929,0.778
2007-11-26,-3.571,1.651,0.741
2007-11-27,-7.350,0.346,0.696
2007-11-28,-3.625,0.794,0.719
2007-11-29,-2.608,1.115,0.697
2007-11-30,-0.692,2.119,0.693
2007-12-01,0.958,2.554,0.686
2007-12-02,1.187,2.460,0.674
2007-12-03,-2.129,1.416,0.679
2007-12-04,-4.058,0.597,0.667
2007-12-05,-1.758,1.713,0.657
2007-12-06,0.279,2.340,0.648
2007-12-07,1.108,2.903,0.664
2007-12-08,-3.358,1.634,0.638
2007-12-09,-3.313,1.362,0.627
2007-12-10,-3.750,1.306,0.615
2007-12-11,-3.662,1.310,0.615
2007-12-12,-4.571,1.728,0.599
2007-12-13,-8.017,0.614,0.547
2007-12-14,-11.050,0.323,0.513
2007-12-15,-13.508,0.305,0.446
2007-12-16,-12.168,0.364,0.496
2007-12-17,-5.510,0.410,0.522
2007-12-18,-9.025,0.432,0.538
2007-12-19,-7.100,0.469,0.571
2007-12-20,-5.117,0.507,0.560
2007-12-21,-3.708,0.579,0.557
2007-12-22,-4.042,1.115,0.523
2007-12-23,-3.717,1.318,0.505
2007-12-24,-5.433,0.967,0.488
2007-12-25,-6.175,0.466,0.474
2007-12-26,-4.233,0.932,0.468
2007-12-27,-6.917,0.586,0.452
2007-12-28,-5.067,0.495,0.443
2007-12-29,-5.633,0.394,0.430
2007-12-30,-3.850,1.293,0.435
2007-12-31,-6.150,1.665,0.424
2008-01-01,-12.054,0.417,0.404
2008-01-02,-10.313,0.383,0.404
2008-01-03,-4.833,0.684,0.403
2008-01-04,-1.658,1.349,0.403
2008-01-05,0.642,1.727,0.416
2008-01-06,-0.992,1.677,0.414
2008-01-07,-1.217,2.022,0.400
2008-01-08,-6.800,0.463,0.374
2008-01-09,-4.108,1.170,0.371
2008-01-10,-3.904,1.008,0.363
2008-01-11,0.521,1.693,0.368
2008-01-12,-1.217,1.483,0.369
2008-01-13,-4.396,1.201,0.344
2008-01-14,-3.375,1.218,0.339
2008-01-15,-2.317,1.211,0.338
2008-01-16,0.071,1.313,0.337
2008-01-17,-2.688,1.462,0.337
2008-01-18,-1.275,1.655,0.333
2008-01-19,-1.129,1.728,0.320
2008-01-20,-1.875,1.171,0.308
2008-01-21,-0.463,1.300,0.318
2008-01-22,-2.313,1.174,0.339
2008-01-23,-8.692,0.363,0.296
2008-01-24,-1.942,1.139,0.338
2008-01-25,-1.688,1.573,0.320
2008-01-26,-3.508,0.597,0.311
2008-01-27,1.362,1.443,0.314
2008-01-28,1.217,1.974,0.310
2008-01-29,1.104,1.609,0.299
2008-01-30,-0.746,1.963,0.296
2008-01-31,-3.375,1.645,0.283
2008-02-01,-0.683,1.159,0.296
2008-02-02,-4.492,1.224,0.272
2008-02-03,-4.458,0.412,0.275
2008-02-04,-0.033,1.260,0.334
2008-02-05,-2.850,1.314,0.335
2008-02-06,-1.283,1.797,0.336
2008-02-07,-4.825,1.275,0.311
2008-02-08,-6.746,0.394,0.327
2008-02-09,-3.229,0.844,0.341
2008-02-10,-3.371,0.862,0.316
2008-02-11,-3.771,0.701,0.292
2008-02-12,-3.792,0.631,0.298
2008-02-13,-3.896,0.560,0.285
2008-02-14,-4.425,0.480,0.293
2008-02-15,-5.342,0.713,0.281
2008-02-16,-7.692,0.358,0.242
2008-02-17,-5.229,0.420,0.298
2008-02-18,-4.804,0.549,0.310
2008-02-19,-2.150,1.029,0.287
2008-02-20,-1.571,1.142,0.293
2008-02-21,0.650,2.244,0.328
2008-02-22,0.817,2.321,0.354
2008-02-23,2.254,2.631,0.358
2008-02-24,4.317,2.541,0.380
2008-02-25,2.462,2.464,0.387
2008-02-26,1.921,2.275,0.385
2008-02-27,1.425,3.150,0.396
2008-02-28,1.825,2.763,0.391
2008-02-29,2.425,3.474,0.399
2008-03-01,1.808,2.687,0.421
2008-03-02,1.254,2.650,0.419
2008-03-03,1.396,2.748,0.408
2008-03-04,-4.325,1.732,0.410
2008-03-05,-7.971,0.589,0.344
2008-03-06,-10.662,0.374,0.410
2008-03-07,-3.642,1.206,0.462
2008-03-08,-3.629,2.073,0.435
2008-03-09,-0.383,2.454,0.413
2008-03-10,1.258,2.425,0.413
2008-03-11,-0.696,2.475,0.392
2008-03-12,0.825,2.775,0.405
2008-03-13,-1.438,2.465,0.390
2008-03-14,1.367,3.316,0.392
2008-03-15,3.329,2.923,0.391
2008-03-16,0.692,2.966,0.401
2008-03-17,-0.583,3.091,0.399
2008-03-18,-5.038,2.420,0.384
2008-03-19,-7.367,0.782,0.346
2008-03-20,-7.504,1.316,0.363
2008-03-21,-4.804,1.151,0.380
2008-03-22,-6.271,1.586,0.367
2008-03-23,-6.562,1.258,0.370
2008-03-24,-7.633,1.702,0.367
2008-03-25,-8.383,0.506,0.343
2008-03-26,-3.950,1.790,0.367
2008-03-27,-2.608,2.433,0.366
2008-03-28,-0.975,2.539,0.366
2008-03-29,0.975,3.435,0.377
2008-03-30,3.904,3.097,0.389
2008-03-31,1.729,3.882,0.408
2008-04-01,1.383,4.180,0.441
2008-04-02,-0.954,2.357,0.451
2008-04-03,-2.521,1.670,0.420
2008-04-04,-2.096,3.055,0.419
2008-04-05,-2.483,2.853,0.414
2008-04-06,-2.783,2.435,0.412
2008-04-07,-5.846,1.914,0.394
2008-04-08,-1.612,2.832,0.408
2008-04-09,2.596,3.367,0.411
2008-04-10,4.813,4.318,0.457
2008-04-11,3.192,3.718,0.629
2008-04-12,-1.692,2.616,0.628
2008-04-13,-0.121,3.658,0.541
2008-04-14,-0.962,3.120,0.529
2008-04-15,-2.258,2.457,0.516
2008-04-16,-2.283,3.716,0.505
2008-04-17,1.492,3.581,0.503
2008-04-18,4.642,4.312,0.525
2008-04-19,3.696,4.544,0.585
2008-04-20,4.733,4.377,0.659
2008-04-21,2.925,3.609,0.807
2008-04-22,0.704,2.558,0.784
2008-04-23,1.858,3.320,0.722
2008-04-24,3.158,4.285,0.716
2008-04-25,2.242,3.854,0.721
2008-04-26,3.667,4.269,0.755
2008-04-27,5.500,4.359,0.918
2008-04-28,7.096,3.888,1.291
2008-04-29,2.417,3.492,1.515
2008-04-30,4.133,3.937,1.438
2008-05-01,2.221,3.953,1.435
2008-05-02,5.104,4.189,1.443
2008-05-03,6.725,4.235,1.643
2008-05-04,8.108,3.579,2.113
2008-05-05,6.246,3.625,2.832
2008-05-06,6.908,3.708,3.031
2008-05-07,7.504,3.928,3.185
2008-05-08,8.067,3.889,3.512
2008-05-09,9.088,3.949,3.781
2008-05-10,9.375,4.037,4.077
2008-05-11,8.096,4.094,4.330
2008-05-12,7.875,4.161,4.328
2008-05-13,8.583,4.133,4.408
2008-05-14,9.300,4.191,4.396
2008-05-15,9.167,4.316,4.325
2008-05-16,9.775,4.349,4.552
2008-05-17,8.658,4.131,4.820
2008-05-18,3.383,3.387,4.741
2008-05-19,6.837,4.789,4.075
2008-05-20,5.354,4.232,3.891
2008-05-21,4.700,4.568,3.701
