Date,T_air,T_water,Discharge
1972-01-01,,,
1972-01-02,,,
1972-01-03,22.107977294922023,,
1972-01-04,18.54908905029305,,
1972-01-05,16.15786895752001,,
1972-01-06,15.67909774780304,,
1972-01-07,13.994833882650028,,
1972-01-08,10.548338826497002,,
1972-01-09,11.451517995199026,,
1972-01-10,15.421857452393,,
1972-01-11,16.546628570557004,,
1972-01-12,16.303584035238032,,
1972-01-13,17.44754943847704,,
1972-01-14,18.775935109456043,,
1972-01-15,14.91965128580705,,
1972-01-16,12.14293441772503,,
1972-01-17,12.274332936605049,,
1972-01-18,16.146704610189033,,
1972-01-19,16.565087890625023,,
1972-01-20,16.022136942546013,,
1972-01-21,14.315292612712028,,
1972-01-22,13.932018534343,,
1972-01-23,13.69330749511704,,
1972-01-24,12.002030944824014,,
1972-01-25,13.434190368652024,,
1972-01-26,15.391784922282,,
1972-01-27,13.70414505004902,,
1972-01-28,17.154178873698015,,
1972-01-29,19.029991404216048,,
1972-01-30,16.801769510905046,,
1972-01-31,15.64439798990901,,
1972-02-01,14.93924738566102,,
1972-02-02,11.640845235189031,,
1972-02-03,11.936750030518,,
1972-02-04,14.194074249268,,
1972-02-05,16.33932647705103,,
1972-02-06,13.673168436686012,,
1972-02-07,11.675757344564031,,
1972-02-08,12.364446258545,,
1972-02-09,14.494950866699014,,
1972-02-10,9.39699452718105,,
1972-02-11,10.311830139160008,,
1972-02-12,15.262237803141034,,
1972-02-13,12.403651173908996,,
1972-02-14,13.457359568278036,,
1972-02-15,15.00795644124304,,
1972-02-16,13.093747711182004,,
1972-02-17,14.902591959635004,,
1972-02-18,16.795007324219,,
1972-02-19,16.52650985717804,,
1972-02-20,17.67862981160505,,
1972-02-21,18.92354990641303,,
1972-02-22,18.92472356160505,,
1972-02-23,17.863069152831997,,
1972-02-24,20.527307128906045,,
1972-02-25,16.117035166423022,,
1972-02-26,13.996682739258006,,
1972-02-27,17.621898905436012,,
1972-02-28,13.781692759196003,,
1972-02-29,16.081583913167037,,
1972-03-01,16.866653696696005,,
1972-03-02,15.228228505452025,,
1972-03-03,17.471166229248013,,
1972-03-04,19.244653320313034,,
1972-03-05,18.66620152791404,,
1972-03-06,14.504284159342037,,
1972-03-07,12.429789479573005,,
1972-03-08,12.13217442830404,,
1972-03-09,13.314317321777024,,
1972-03-10,15.516315714518043,,
1972-03-11,19.138208007813034,,
1972-03-12,19.551511383057004,,
1972-03-13,17.48192367553702,,
1972-03-14,15.377515411377033,,
1972-03-15,14.944500223796013,,
1972-03-16,16.63797785441102,,
1972-03-17,16.271087900797,,
1972-03-18,14.160841878255042,,
1972-03-19,12.08022715250604,,
1972-03-20,15.157019551595,,
1972-03-21,15.153412119548022,,
1972-03-22,15.523122406005996,,
1972-03-23,15.573599751790027,,
1972-03-24,17.921220397949014,,
1972-03-25,17.779369608561012,,
1972-03-26,16.448520914714038,,
1972-03-27,17.791544850667037,,
1972-03-28,16.63898366292301,,
1972-03-29,17.108224487304994,,
1972-03-30,17.799129740397007,,
1972-03-31,15.889620717366997,,
1972-04-01,15.369963582357002,,
1972-04-02,13.28947347005203,,
1972-04-03,12.923636372884005,,
1972-04-04,13.89305775960304,,
1972-04-05,15.379040018717037,,
1972-04-06,16.44015146891303,,
1972-04-07,17.163854217529035,,
1972-04-08,16.372738138835018,,
1972-04-09,12.57941335042301,,
1972-04-10,9.448935445150028,,
1972-04-11,14.05026270548501,,
1972-04-12,14.18832550048802,,
1972-04-13,12.247364298503044,,
1972-04-14,7.863434092204045,,
1972-04-15,8.008650716146008,,
1972-04-16,9.919119771322016,,
1972-04-17,10.526546732583997,,
1972-04-18,10.44716288248702,,
1972-04-19,10.86038869222,,
1972-04-20,10.312042490641034,,
1972-04-21,11.711874898275028,,
1972-04-22,13.846882120768043,,
1972-04-23,14.890047963460006,,
1972-04-24,15.205600992839038,,
1972-04-25,15.334163920085018,,
1972-04-26,12.782173411052042,,
1972-04-27,10.127539571126022,,
1972-04-28,11.361815388997002,,
1972-04-29,11.048197682699026,,
1972-04-30,8.778765614827023,,
1972-05-01,10.762333170573015,,
1972-05-02,7.585046386719,,
1972-05-03,8.214568074544047,,
1972-05-04,9.171585337321003,,
1972-05-05,7.601530965169047,,
1972-05-06,8.513772583008006,,
1972-05-07,10.950989023844045,,
1972-05-08,7.982849375407,,
1972-05-09,9.415673828125025,,
1972-05-10,8.979280090331997,,
1972-05-11,8.03993631998702,,
1972-05-12,10.397332763672011,,
1972-05-13,12.639709726969045,,
1972-05-14,10.373541768392045,,
1972-05-15,7.947971598307049,,
1972-05-16,10.626685078939031,,
1972-05-17,12.37780405680303,,
1972-05-18,10.69413019816102,,
1972-05-19,8.237255350749024,,
1972-05-20,8.30421346028703,,
1972-05-21,8.908298746745004,,
1972-05-22,6.768755849202023,,
1972-05-23,8.709452565511015,,
1972-05-24,11.848832702637026,,
1972-05-25,11.538090006510004,,
1972-05-26,5.556390380859,,
1972-05-27,6.190007781982047,,
1972-05-28,8.599917348226029,,
1972-05-29,7.4167864481610195,,
1972-05-30,7.369699096679994,,
1972-05-31,6.522856648763025,,
1972-06-01,5.445938364665039,,
1972-06-02,10.19879938761403,,
1972-06-03,8.471677398682004,,
1972-06-04,4.970951334635004,,
1972-06-05,3.848160044352028,,
1972-06-06,4.997401173908997,,
1972-06-07,4.028565979004043,,
1972-06-08,3.657070414225018,,
1972-06-09,5.5532928466799945,,
1972-06-10,4.054312642415027,,
1972-06-11,3.67245635986302,,
1972-06-12,5.088253275553029,,
1972-06-13,6.688984171550032,,
1972-06-14,5.828403727214038,,
1972-06-15,6.048048909505042,,
1972-06-16,5.254630025228039,,
1972-06-17,6.081901804606048,,
1972-06-18,7.93661651611302,,
1972-06-19,4.461815134684002,,
1972-06-20,4.265086110433003,,
1972-06-21,5.764281209310013,,
1972-06-22,6.565923309326024,,
1972-06-23,7.273225402831997,,
1972-06-24,6.296440378825025,,
1972-06-25,4.813848114014036,,
1972-06-26,4.889002736410021,,
1972-06-27,3.3784754435220066,,
1972-06-28,3.10526428222704,,
1972-06-29,3.220257059733001,,
1972-06-30,3.8249526977540422,,
1972-07-01,6.223516082764036,,
1972-07-02,9.824892934163016,,
1972-07-03,10.196223195393998,,
1972-07-04,6.466050720215037,,
1972-07-05,6.196920013428041,,
1972-07-06,5.14350280761704,,
1972-07-07,4.229330952962016,,
1972-07-08,4.491343434652038,,
1972-07-09,5.6460268656410335,,
1972-07-10,7.229608154297011,,
1972-07-11,10.044899241129997,,
1972-07-12,9.70580571492502,,
1972-07-13,9.48915506998702,,
1972-07-14,9.108792877197004,,
1972-07-15,9.005499776205,,
1972-07-16,6.315473175049021,,
1972-07-17,7.659206644693995,,
1972-07-18,7.780259704590037,,
1972-07-19,9.154936726888025,,
1972-07-20,8.723514811198015,,
1972-07-21,8.775771077474019,,
1972-07-22,10.227081553141034,,
1972-07-23,9.564480082193995,,
1972-07-24,7.850724792480037,,
1972-07-25,5.329145050049021,,
1972-07-26,5.789631144205998,,
1972-07-27,6.35672912597704,,
1972-07-28,8.782886759440032,,
1972-07-29,8.930534617106048,,
1972-07-30,4.045379892985011,,
1972-07-31,3.006261444092047,,
1972-08-01,3.2427167256670373,,
1972-08-02,4.788966115316043,,
1972-08-03,4.94733327229801,,
1972-08-04,4.798862711589038,,
1972-08-05,3.3860870361330058,,
1972-08-06,4.277247365316043,,
1972-08-07,4.188919321696005,,
1972-08-08,4.301474507650028,,
1972-08-09,5.899889882406001,,
1972-08-10,6.1509490966799945,,
1972-08-11,8.235626475016034,,
1972-08-12,9.354353841146008,,
1972-08-13,9.415823872884005,,
1972-08-14,7.408221181234012,,
1972-08-15,8.53427403767904,,
1972-08-16,9.13590901692703,,
1972-08-17,7.696964518229038,,
1972-08-18,5.2760673522950015,,
1972-08-19,3.458847300212028,,
1972-08-20,4.814459737142045,,
1972-08-21,5.11109695434601,,
1972-08-22,5.045650736491041,,
1972-08-23,3.288448588053029,,
1972-08-24,5.319404856364031,,
1972-08-25,7.853471374512026,,
1972-08-26,11.377891794841048,,
1972-08-27,6.168762461344045,,
1972-08-28,3.800019836426032,,
1972-08-29,5.480045572917049,,
1972-08-30,8.204988098145009,,
1972-08-31,10.880802408854038,,
1972-09-01,11.089120483398004,,
1972-09-02,12.880672709147008,,
1972-09-03,10.360320027669047,,
1972-09-04,8.163095092773005,,
1972-09-05,5.083008066813022,,
1972-09-06,9.260953521728029,,
1972-09-07,12.517432149251022,,
1972-09-08,12.072516377767045,,
1972-09-09,11.686181640625025,,
1972-09-10,10.492578125000025,,
1972-09-11,7.802693939209007,,
1972-09-12,10.559843953451036,,
1972-09-13,11.355043029785008,,
1972-09-14,11.655423736572004,,
1972-09-15,11.879328664143998,,
1972-09-16,9.502954101563034,,
1972-09-17,9.452694193522008,,
1972-09-18,5.704044596354038,,
1972-09-19,9.241138712565032,,
1972-09-20,10.239863332113032,,
1972-09-21,8.986858622233001,,
1972-09-22,6.850858306885016,,
1972-09-23,9.280054982503032,,
1972-09-24,11.08114776611302,,
1972-09-25,13.235822296143,,
1972-09-26,13.782846069336015,,
1972-09-27,12.53954722086604,,
1972-09-28,12.01186269124304,,
1972-09-29,9.548028564453034,,
1972-09-30,9.230035400391046,,
1972-10-01,7.699910736084007,,
1972-10-02,10.209689076741997,,
1972-10-03,10.721995290120049,,
1972-10-04,10.758864339192996,,
1972-10-05,12.282474772135004,,
1972-10-06,13.16432596842401,,
1972-10-07,15.164313252767045,,
1972-10-08,14.955323791504044,,
1972-10-09,15.988950347900015,,
1972-10-10,12.637483215331995,,
1972-10-11,10.37411015828502,,
1972-10-12,13.05026652018205,,
1972-10-13,13.105528767904048,,
1972-10-14,11.274325307210006,,
1972-10-15,8.093362426758006,,
1972-10-16,9.990972137451024,,
1972-10-17,7.033701833089026,,
1972-10-18,8.82230529785204,,
1972-10-19,9.598781840007009,,
1972-10-20,10.858191426595,,
1972-10-21,12.22633768717401,,
1972-10-22,13.314384714762014,,
1972-10-23,14.229987080892045,,
1972-10-24,12.659197743734012,,
1972-10-25,13.878764088949026,,
1972-10-26,14.357921854655046,,
1972-10-27,12.035263315837028,,
1972-10-28,9.195963795980049,,
1972-10-29,12.242570495605037,,
1972-10-30,12.773325856527038,,
1972-10-31,13.302472686768,,
1972-11-01,12.12365366617803,,
1972-11-02,13.448073323567996,,
1972-11-03,15.371761576335018,,
1972-11-04,15.241165415446003,,
1972-11-05,14.145876820881996,,
1972-11-06,16.262020365397007,,
1972-11-07,17.966490681966036,,
1972-11-08,17.524783070881995,,
1972-11-09,16.78601226806603,,
1972-11-10,16.254209136963027,,
1972-11-11,13.100251770019042,,
1972-11-12,15.749856567383006,,
1972-11-13,15.411272939046,,
1972-11-14,16.04096374511704,,
1972-11-15,14.591580963135016,,
1972-11-16,15.665213521322016,,
1972-11-17,14.011430358887026,,
1972-11-18,9.782290395101027,,
1972-11-19,11.652520751953034,,
1972-11-20,15.881475067139036,,
1972-11-21,16.94210332234701,,
1972-11-22,17.75963363647503,,
1972-11-23,15.147053019205998,,
1972-11-24,11.759867604573005,,
1972-11-25,9.021925862630042,,
1972-11-26,14.155461883545,,
1972-11-27,13.561088816325023,,
1972-11-28,15.92675425211604,,
1972-11-29,16.826693471273018,,
1972-11-30,14.556230163574014,,
1972-12-01,13.014079030355049,,
1972-12-02,9.395515696208008,,
1972-12-03,8.007613118490042,,
1972-12-04,9.567758178711015,,
1972-12-05,12.89189682006804,,
1972-12-06,10.983486429850018,,
1972-12-07,9.490234629313022,,
1972-12-08,10.887919362386016,,
1972-12-09,12.821591949463029,,
1972-12-10,12.161796824137014,,
1972-12-11,14.641440327962016,,
1972-12-12,15.244261678060012,,
1972-12-13,14.816899871826024,,
1972-12-14,11.604463195801031,,
1972-12-15,10.685653940837028,,
1972-12-16,14.837635294595998,,
1972-12-17,16.277135467529035,,
1972-12-18,17.360336558024017,,
1972-12-19,15.049228922526028,,
1972-12-20,11.955742136637014,,
1972-12-21,11.294006601969045,,
1972-12-22,10.431357320150028,,
1972-12-23,12.966780598957996,,
1972-12-24,16.60206756591805,,
1972-12-25,18.153367614746003,,
1972-12-26,15.35017420450805,,
1972-12-27,12.462716674804994,,
1972-12-28,11.142589823405046,,
1972-12-29,13.284892018636016,,
1972-12-30,15.57692489624003,,
1972-12-31,18.997834777832,,
1973-01-01,18.155454254150012,,
1973-01-02,17.38190739949505,,
1973-01-03,16.722030893962028,,
1973-01-04,18.371845499675032,,
1973-01-05,19.27671076456704,,
1973-01-06,18.965642547607047,,
1973-01-07,18.410259501139024,,
1973-01-08,17.41286112467401,,
1973-01-09,17.791412607829045,,
1973-01-10,17.681156412760004,,
1973-01-11,18.568934377034,,
1973-01-12,15.495910898844045,,
1973-01-13,12.222910817464026,,
1973-01-14,15.667804972330998,,
1973-01-15,18.323169962565032,,
1973-01-16,18.04608306884802,,
1973-01-17,18.70816319783501,,
1973-01-18,16.69465154012005,,
1973-01-19,17.674859619141046,,
